preset,anchor,z,H_code,H_phys
vacuum_plus_matter,SH0ES_73p0,0.5805219179014334,0.44540148381958955,133.83326099309477
vacuum_plus_matter,SH0ES_73p0,0.5518455739153638,0.43492056369181314,130.6839771001012
vacuum_plus_matter,SH0ES_73p0,0.5236895217993993,0.4246729602978629,127.60479970757193
vacuum_plus_matter,SH0ES_73p0,0.49604432159040446,0.4146535911967745,124.59420165479297
vacuum_plus_matter,SH0ES_73p0,0.46890070460007793,0.4048574828374444,121.65068850003684
vacuum_plus_matter,SH0ES_73p0,0.44224957030741274,0.39527976824141536,118.77279782429108
vacuum_plus_matter,SH0ES_73p0,0.41608198330753665,0.385915684734447,115.95909854964552
vacuum_plus_matter,SH0ES_73p0,0.3903891703159137,0.37676057172583566,113.20819027202727
vacuum_plus_matter,SH0ES_73p0,0.36516251722689796,0.3678098685344765,110.51870260798054
vacuum_plus_matter,SH0ES_73p0,0.3403935662256574,0.35905911226067483,107.88929455519319
vacuum_plus_matter,SH0ES_73p0,0.3160740129524968,0.35050393570273947,105.31865386647932
vacuum_plus_matter,SH0ES_73p0,0.29219570371863113,0.3421400653174067,102.80549643693188
vacuum_plus_matter,SH0ES_73p0,0.26875063277247313,0.3339633192231651,100.3485657039661
vacuum_plus_matter,SH0ES_73p0,0.24573093961552184,0.3259696052455707,97.94663205998016
vacuum_plus_matter,SH0ES_73p0,0.22312890636694993,0.31815491900365783,95.59849227736395
vacuum_plus_matter,SH0ES_73p0,0.20093695517600718,0.31051534203657305,93.30296894559429
vacuum_plus_matter,SH0ES_73p0,0.17914764568137076,0.30304703996957366,91.05890992015813
vacuum_plus_matter,SH0ES_73p0,0.1577536725165951,0.29574626071855203,88.86518778305201
vacuum_plus_matter,SH0ES_73p0,0.13674786286081786,0.28860933273226264,86.72069931461019
vacuum_plus_matter,SH0ES_73p0,0.11612317403390882,0.2816326632714454,84.62436497641946
vacuum_plus_matter,SH0ES_73p0,0.09587269113524877,0.2748127367240552,82.57512840508303
vacuum_plus_matter,SH0ES_73p0,0.07598962472535042,0.26814611295582363,80.57195591660096
vacuum_plus_matter,SH0ES_73p0,0.056467308549542405,0.26162942569539255,78.61383602113845
vacuum_plus_matter,SH0ES_73p0,0.037299197302955056,0.25525938095327627,76.6997789479594
vacuum_plus_matter,SH0ES_73p0,0.01847886443605673,0.24903275547392162,74.82881618030443
vacuum_plus_matter,SH0ES_73p0,4.440892098500626e-15,0.2429463952201511,73.0
